run_date,fixture_id,league_id,season,date_utc,home_id,away_id,home_name,away_name,home_goal_rate,away_goal_rate,features_json,collected_at_utc
2025-12-20,1469606,188,2025,2025-12-20T06:00:00+00:00,946,943,Newcastle Jets,Sydney,1.4,1.2857142857142858,"{""diff_passes accurate"": 21.600000000000023, ""diff_total passes"": 27.30000000000001, ""diff_yellow cards"": -0.5777777777777777, ""diff_passes %"": -0.4000000000000057, ""diff_fouls"": -0.7999999999999989, ""diff_goals_against_avg"": 0.7999999999999998, ""diff_points_per_game"": -0.8, ""diff_shots on goal"": -1.0, ""diff_shots outsidebox"": -1.7999999999999998, ""diff_expected_goals"": -0.585, ""diff_goalkeeper saves"": 0.8999999999999999, ""diff_shots insidebox"": -0.8000000000000007, ""diff_goals_for_avg"": -0.10000000000000009, ""diff_offsides"": 0.9555555555555555, ""diff_blocked shots"": 0.10000000000000053, ""diff_corner kicks"": 0.7000000000000002, ""diff_ball possession"": 1.2000000000000028, ""diff_total shots"": -2.5999999999999996, ""diff_shots off goal"": -1.7000000000000002}",2025-12-19T11:54:00.417232+00:00
2025-12-20,1469607,188,2025,2025-12-20T08:35:00+00:00,945,944,Melbourne City,Melbourne Victory,2.0,0.8571428571428571,"{""diff_passes accurate"": 74.5, ""diff_total passes"": 67.69999999999999, ""diff_yellow cards"": 0.5, ""diff_passes %"": 4.099999999999994, ""diff_fouls"": 1.1999999999999993, ""diff_goals_against_avg"": -0.7000000000000001, ""diff_points_per_game"": 0.7999999999999998, ""diff_shots on goal"": -0.40000000000000036, ""diff_shots outsidebox"": -1.6000000000000005, ""diff_expected_goals"": -0.32400000000000007, ""diff_goalkeeper saves"": 0.8000000000000003, ""diff_shots insidebox"": -1.5, ""diff_goals_for_avg"": 0.5999999999999999, ""diff_offsides"": 0.011111111111111072, ""diff_blocked shots"": -1.6999999999999997, ""diff_corner kicks"": -0.20000000000000018, ""diff_ball possession"": 4.399999999999999, ""diff_red cards"": -1.0, ""diff_total shots"": -3.1000000000000014, ""diff_shots off goal"": -1.0}",2025-12-19T11:54:12.170288+00:00
2025-12-20,1482132,188,2025,2025-12-20T10:45:00+00:00,940,948,Perth Glory,Adelaide United,0.6,1.0,"{""diff_passes accurate"": -59.89999999999998, ""diff_total passes"": -52.0, ""diff_yellow cards"": 0.8, ""diff_passes %"": -5.0, ""diff_fouls"": 2.3000000000000007, ""diff_goals_against_avg"": -0.19999999999999996, ""diff_points_per_game"": 0.30000000000000004, ""diff_shots on goal"": -1.1000000000000005, ""diff_shots outsidebox"": 1.0, ""diff_expected_goals"": -0.02833333333333332, ""diff_goalkeeper saves"": -1.5, ""diff_shots insidebox"": -0.40000000000000036, ""diff_goals_for_avg"": -0.4999999999999999, ""diff_offsides"": -0.11111111111111116, ""diff_blocked shots"": -0.8999999999999999, ""diff_corner kicks"": -1.6, ""diff_ball possession"": -8.600000000000001, ""diff_red cards"": 0.0, ""diff_total shots"": 0.6000000000000014, ""diff_shots off goal"": 2.6000000000000005}",2025-12-19T11:54:23.671765+00:00
2025-12-20,1378020,135,2025,2025-12-20T17:00:00+00:00,487,520,Lazio,Cremonese,1.8,1.2,"{""diff_passes accurate"": 129.0, ""diff_total passes"": 111.89999999999998, ""diff_yellow cards"": -0.19999999999999996, ""diff_passes %"": 9.799999999999997, ""diff_fouls"": -2.0, ""diff_goals_against_avg"": -0.7, ""diff_points_per_game"": 0.5, ""diff_shots on goal"": 1.3000000000000003, ""diff_shots outsidebox"": 1.1999999999999997, ""diff_goals_prevented"": 0.3, ""diff_expected_goals"": -0.22099999999999986, ""diff_goalkeeper saves"": 0.3999999999999999, ""diff_shots insidebox"": 0.40000000000000036, ""diff_goals_for_avg"": -0.19999999999999996, ""diff_offsides"": -1.1111111111111112, ""diff_blocked shots"": -0.5999999999999999, ""diff_corner kicks"": -0.20000000000000018, ""diff_ball possession"": 4.200000000000003, ""diff_red cards"": 1.5, ""diff_total shots"": 1.5999999999999996, ""diff_shots off goal"": 0.8999999999999999}",2025-12-19T11:56:44.531213+00:00
2025-12-20,1378019,135,2025,2025-12-20T19:45:00+00:00,496,497,Juventus,AS Roma,1.25,1.2,"{""diff_passes accurate"": 50.5, ""diff_total passes"": 38.400000000000034, ""diff_yellow cards"": -1.2000000000000002, ""diff_passes %"": 3.4000000000000057, ""diff_fouls"": -0.7999999999999989, ""diff_goals_against_avg"": 0.20000000000000007, ""diff_points_per_game"": -0.30000000000000004, ""diff_shots on goal"": 0.20000000000000018, ""diff_shots outsidebox"": 1.3999999999999995, ""diff_goals_prevented"": 0.0, ""diff_expected_goals"": 0.22299999999999986, ""diff_goalkeeper saves"": -1.1, ""diff_shots insidebox"": 0.9000000000000004, ""diff_goals_for_avg"": -0.10000000000000009, ""diff_offsides"": 0.2777777777777777, ""diff_blocked shots"": 1.1, ""diff_corner kicks"": -1.2999999999999998, ""diff_ball possession"": -0.5, ""diff_red cards"": -1.0, ""diff_total shots"": 2.299999999999999, ""diff_shots off goal"": 1.0}",2025-12-19T11:56:55.624655+00:00
2025-12-20,1379136,39,2025,2025-12-20T12:30:00+00:00,34,49,Newcastle,Chelsea,2.0,1.4,"{""diff_passes accurate"": -41.5, ""diff_total passes"": -45.5, ""diff_yellow cards"": -0.15555555555555567, ""diff_passes %"": -0.5, ""diff_fouls"": -3.4000000000000004, ""diff_goals_against_avg"": 0.8, ""diff_points_per_game"": -0.3999999999999999, ""diff_shots on goal"": -0.2999999999999998, ""diff_shots outsidebox"": 0.20000000000000018, ""diff_goals_prevented"": 0.0, ""diff_expected_goals"": -0.09499999999999997, ""diff_goalkeeper saves"": 0.8999999999999999, ""diff_shots insidebox"": -1.6999999999999993, ""diff_goals_for_avg"": 0.09999999999999987, ""diff_offsides"": -0.19444444444444442, ""diff_blocked shots"": 0.20000000000000018, ""diff_corner kicks"": 1.1000000000000005, ""diff_ball possession"": -4.100000000000001, ""diff_red cards"": -0.5, ""diff_total shots"": -1.5, ""diff_shots off goal"": -1.3999999999999995}",2025-12-19T11:57:06.907408+00:00
2025-12-20,1379130,39,2025,2025-12-20T15:00:00+00:00,35,44,Bournemouth,Burnley,1.4,1.6,"{""diff_passes accurate"": 20.599999999999966, ""diff_total passes"": 17.30000000000001, ""diff_yellow cards"": 0.9444444444444444, ""diff_passes %"": 1.0, ""diff_fouls"": 3.1999999999999993, ""diff_goals_against_avg"": 0.10000000000000009, ""diff_points_per_game"": 0.4, ""diff_shots on goal"": 1.7999999999999998, ""diff_shots outsidebox"": 1.0, ""diff_goals_prevented"": -0.3, ""diff_expected_goals"": 0.55, ""diff_goalkeeper saves"": -0.20000000000000018, ""diff_shots insidebox"": 3.1000000000000005, ""diff_goals_for_avg"": 0.5, ""diff_offsides"": 0.9999999999999998, ""diff_blocked shots"": -0.3999999999999999, ""diff_corner kicks"": 0.7999999999999998, ""diff_ball possession"": 6.899999999999999, ""diff_red cards"": 0.0, ""diff_total shots"": 4.1, ""diff_shots off goal"": 2.7}",2025-12-19T11:57:18.142967+00:00
2025-12-20,1379138,39,2025,2025-12-20T15:00:00+00:00,39,55,Wolves,Brentford,0.8,0.6,"{""diff_passes accurate"": -1.3000000000000114, ""diff_total passes"": -9.600000000000023, ""diff_yellow cards"": 0.4444444444444442, ""diff_passes %"": 1.0, ""diff_fouls"": 4.699999999999999, ""diff_goals_against_avg"": 0.8000000000000003, ""diff_points_per_game"": -1.2, ""diff_shots on goal"": -1.2000000000000002, ""diff_shots outsidebox"": 0.2999999999999998, ""diff_goals_prevented"": -0.19999999999999998, ""diff_expected_goals"": -0.6980000000000001, ""diff_goalkeeper saves"": 0.7999999999999998, ""diff_shots insidebox"": -3.1999999999999993, ""diff_goals_for_avg"": -0.8, ""diff_offsides"": -0.33333333333333326, ""diff_blocked shots"": -0.30000000000000027, ""diff_corner kicks"": -3.4000000000000004, ""diff_ball possession"": -1.7999999999999972, ""diff_red cards"": 1.0, ""diff_total shots"": -2.8999999999999995, ""diff_shots off goal"": -1.4}",2025-12-19T11:57:29.460411+00:00
2025-12-20,1379135,39,2025,2025-12-20T15:00:00+00:00,50,48,Manchester City,West Ham,2.8,1.0,"{""diff_passes accurate"": 251.90000000000003, ""diff_total passes"": 242.2, ""diff_yellow cards"": 0.0, ""diff_passes %"": 12.0, ""diff_fouls"": -1.299999999999999, ""diff_goals_against_avg"": -0.8, ""diff_points_per_game"": 1.5, ""diff_shots on goal"": 2.5999999999999996, ""diff_shots outsidebox"": 0.09999999999999964, ""diff_goals_prevented"": -0.2, ""diff_expected_goals"": 0.935, ""diff_goalkeeper saves"": -2.0, ""diff_shots insidebox"": 4.9, ""diff_goals_for_avg"": 1.0999999999999999, ""diff_offsides"": -0.7, ""diff_blocked shots"": 1.2000000000000002, ""diff_corner kicks"": 0.9000000000000004, ""diff_ball possession"": 19.699999999999996, ""diff_red cards"": -1.0, ""diff_total shots"": 5.0, ""diff_shots off goal"": 1.2000000000000002}",2025-12-19T11:57:40.626543+00:00
2025-12-20,1379131,39,2025,2025-12-20T15:00:00+00:00,51,746,Brighton,Sunderland,2.2,0.6,"{""diff_passes accurate"": 153.7, ""diff_total passes"": 148.2, ""diff_yellow cards"": -0.5666666666666664, ""diff_passes %"": 7.6000000000000085, ""diff_fouls"": 0.5, ""diff_goals_against_avg"": 0.09999999999999987, ""diff_points_per_game"": 0.0, ""diff_shots on goal"": 1.9000000000000004, ""diff_shots outsidebox"": 2.9, ""diff_goals_prevented"": 0.4, ""diff_expected_goals"": 0.841, ""diff_goalkeeper saves"": -0.2999999999999998, ""diff_shots insidebox"": 3.5, ""diff_goals_for_avg"": 0.40000000000000013, ""diff_offsides"": -0.4111111111111112, ""diff_blocked shots"": 1.9, ""diff_corner kicks"": 2.7, ""diff_ball possession"": 13.5, ""diff_red cards"": -0.5, ""diff_total shots"": 6.4, ""diff_shots off goal"": 2.6}",2025-12-19T11:57:51.886000+00:00
