run_date,fixture_id,league_id,season,date_utc,home_id,away_id,home_name,away_name,home_goal_rate,away_goal_rate,features_json,collected_at_utc
2025-12-19,1469609,188,2025,2025-12-19T07:00:00+00:00,15550,947,Macarthur,Brisbane Roar,0.8333333333333334,1.0,"{""diff_points_per_game"": -1.2000000000000002, ""diff_offsides"": -0.5, ""diff_shots off goal"": 0.7000000000000002, ""diff_shots on goal"": 0.10000000000000053, ""diff_goalkeeper saves"": 0.6000000000000001, ""diff_passes accurate"": 50.80000000000001, ""diff_expected_goals"": -0.07033333333333336, ""diff_total shots"": 0.3000000000000007, ""diff_corner kicks"": 1.2999999999999998, ""diff_goals_for_avg"": -0.30000000000000004, ""diff_passes %"": 3.5999999999999943, ""diff_goals_against_avg"": 0.9999999999999999, ""diff_ball possession"": 5.399999999999999, ""diff_fouls"": -1.700000000000001, ""diff_shots insidebox"": 2.1000000000000005, ""diff_total passes"": 47.400000000000034, ""diff_blocked shots"": -0.5, ""diff_yellow cards"": -0.8999999999999999, ""diff_red cards"": -0.5, ""diff_shots outsidebox"": -1.8000000000000007}",2025-12-18T10:30:20.744362+00:00
2025-12-19,1469605,188,2025,2025-12-19T09:00:00+00:00,939,24608,Western Sydney Wanderers,Auckland,1.2,1.25,"{""diff_points_per_game"": -0.8, ""diff_offsides"": -0.3555555555555556, ""diff_shots off goal"": 1.1000000000000005, ""diff_shots on goal"": -1.5, ""diff_goalkeeper saves"": 1.5999999999999999, ""diff_passes accurate"": 85.0, ""diff_expected_goals"": -0.5133333333333332, ""diff_total shots"": -0.7999999999999989, ""diff_corner kicks"": 0.7000000000000002, ""diff_goals_for_avg"": -0.30000000000000004, ""diff_passes %"": 8.400000000000006, ""diff_goals_against_avg"": 0.20000000000000007, ""diff_ball possession"": 3.0, ""diff_fouls"": -2.0, ""diff_shots insidebox"": -0.29999999999999893, ""diff_total passes"": 67.59999999999997, ""diff_blocked shots"": -0.39999999999999947, ""diff_yellow cards"": 0.6999999999999997, ""diff_red cards"": -1.0, ""diff_shots outsidebox"": -0.5}",2025-12-18T10:30:32.079998+00:00
2025-12-19,1469609,188,2025,2025-12-19T07:00:00+00:00,15550,947,Macarthur,Brisbane Roar,0.8333333333333334,1.0,"{""diff_shots on goal"": 0.10000000000000053, ""diff_yellow cards"": -0.8999999999999999, ""diff_total shots"": 0.3000000000000007, ""diff_shots outsidebox"": -1.8000000000000007, ""diff_total passes"": 47.400000000000034, ""diff_shots off goal"": 0.7000000000000002, ""diff_offsides"": -0.5, ""diff_goals_against_avg"": 0.9999999999999999, ""diff_fouls"": -1.700000000000001, ""diff_ball possession"": 5.399999999999999, ""diff_shots insidebox"": 2.1000000000000005, ""diff_passes %"": 3.5999999999999943, ""diff_goals_for_avg"": -0.30000000000000004, ""diff_passes accurate"": 50.80000000000001, ""diff_goalkeeper saves"": 0.6000000000000001, ""diff_red cards"": -0.5, ""diff_expected_goals"": -0.07033333333333336, ""diff_points_per_game"": -1.2000000000000002, ""diff_corner kicks"": 1.2999999999999998, ""diff_blocked shots"": -0.5}",2025-12-18T10:47:03.410691+00:00
2025-12-19,1469605,188,2025,2025-12-19T09:00:00+00:00,939,24608,Western Sydney Wanderers,Auckland,1.2,1.25,"{""diff_shots on goal"": -1.5, ""diff_yellow cards"": 0.6999999999999997, ""diff_total shots"": -0.7999999999999989, ""diff_shots outsidebox"": -0.5, ""diff_total passes"": 67.59999999999997, ""diff_shots off goal"": 1.1000000000000005, ""diff_offsides"": -0.3555555555555556, ""diff_goals_against_avg"": 0.20000000000000007, ""diff_fouls"": -2.0, ""diff_ball possession"": 3.0, ""diff_shots insidebox"": -0.29999999999999893, ""diff_passes %"": 8.400000000000006, ""diff_goals_for_avg"": -0.30000000000000004, ""diff_passes accurate"": 85.0, ""diff_goalkeeper saves"": 1.5999999999999999, ""diff_red cards"": -1.0, ""diff_expected_goals"": -0.5133333333333332, ""diff_points_per_game"": -0.8, ""diff_corner kicks"": 0.7000000000000002, ""diff_blocked shots"": -0.39999999999999947}",2025-12-18T10:47:14.871636+00:00
2025-12-19,1382577,144,2025,2025-12-19T19:45:00+00:00,736,742,Charleroi,Genk,0.8,1.2,"{""diff_shots on goal"": -1.9000000000000004, ""diff_yellow cards"": 0.8, ""diff_total shots"": -6.899999999999999, ""diff_shots outsidebox"": -3.0999999999999996, ""diff_total passes"": -221.79999999999995, ""diff_shots off goal"": -2.5, ""diff_offsides"": -0.011111111111111072, ""diff_goals_prevented"": -0.1, ""diff_goals_against_avg"": 0.10000000000000009, ""diff_fouls"": -0.7999999999999989, ""diff_ball possession"": -17.700000000000003, ""diff_shots insidebox"": -3.8, ""diff_passes %"": -6.8999999999999915, ""diff_goals_for_avg"": -0.5, ""diff_passes accurate"": -215.5, ""diff_goalkeeper saves"": -1.5999999999999999, ""diff_red cards"": 0.0, ""diff_expected_goals"": -0.46399999999999997, ""diff_points_per_game"": -0.8, ""diff_corner kicks"": -1.7999999999999998, ""diff_blocked shots"": -2.5}",2025-12-18T10:47:25.506821+00:00
2025-12-19,1386803,40,2025,2025-12-19T20:00:00+00:00,76,1837,Swansea,Wrexham,1.4,0.4,"{""diff_shots on goal"": 0.9999999999999996, ""diff_yellow cards"": 0.011111111111111072, ""diff_total shots"": 1.1999999999999993, ""diff_shots outsidebox"": 2.3000000000000003, ""diff_total passes"": 56.700000000000045, ""diff_shots off goal"": -0.7000000000000002, ""diff_offsides"": -0.3333333333333335, ""diff_goals_prevented"": 0.0, ""diff_goals_against_avg"": 0.9, ""diff_fouls"": -1.1000000000000014, ""diff_ball possession"": 6.799999999999997, ""diff_shots insidebox"": -1.1000000000000005, ""diff_passes %"": 4.200000000000003, ""diff_goals_for_avg"": 0.09999999999999987, ""diff_passes accurate"": 66.30000000000001, ""diff_goalkeeper saves"": -0.7999999999999998, ""diff_expected_goals"": -0.4890000000000001, ""diff_points_per_game"": -0.5, ""diff_corner kicks"": 1.4000000000000004, ""diff_blocked shots"": 0.8999999999999999}",2025-12-18T10:47:36.639434+00:00
2025-12-19,1388435,78,2025,2025-12-19T19:30:00+00:00,165,163,Borussia Dortmund,Borussia Mönchengladbach,1.75,2.25,"{""diff_shots on goal"": -0.5999999999999996, ""diff_yellow cards"": 0.6000000000000001, ""diff_total shots"": 1.5999999999999996, ""diff_shots outsidebox"": 0.9000000000000004, ""diff_total passes"": 12.799999999999955, ""diff_shots off goal"": 1.2000000000000002, ""diff_offsides"": -1.4, ""diff_goals_prevented"": 0.0, ""diff_goals_against_avg"": -0.7000000000000001, ""diff_fouls"": 1.5999999999999996, ""diff_ball possession"": 3.9000000000000057, ""diff_shots insidebox"": 0.7000000000000002, ""diff_passes %"": 0.29999999999999716, ""diff_goals_for_avg"": -0.19999999999999996, ""diff_passes accurate"": 7.300000000000011, ""diff_red cards"": -0.5, ""diff_goalkeeper saves"": -0.20000000000000018, ""diff_expected_goals"": -0.09200000000000008, ""diff_points_per_game"": 0.5, ""diff_corner kicks"": 1.2999999999999998, ""diff_blocked shots"": 1.0}",2025-12-18T10:47:48.475264+00:00
2025-12-19,1388761,79,2025,2025-12-19T17:30:00+00:00,159,188,Hertha BSC,Arminia Bielefeld,1.2,1.2,"{""diff_shots on goal"": 1.7000000000000002, ""diff_yellow cards"": 0.8777777777777778, ""diff_total shots"": -0.5999999999999996, ""diff_shots outsidebox"": -1.5000000000000004, ""diff_total passes"": -12.100000000000023, ""diff_shots off goal"": -0.1999999999999993, ""diff_offsides"": -0.5999999999999996, ""diff_goals_against_avg"": -0.7000000000000001, ""diff_fouls"": 0.5999999999999996, ""diff_ball possession"": -4.0, ""diff_shots insidebox"": 0.9000000000000004, ""diff_passes %"": 1.5, ""diff_goals_for_avg"": 0.20000000000000018, ""diff_passes accurate"": -6.400000000000034, ""diff_goalkeeper saves"": 0.19999999999999973, ""diff_expected_goals"": 0.30666666666666664, ""diff_points_per_game"": 1.4000000000000001, ""diff_corner kicks"": -2.4000000000000004, ""diff_blocked shots"": -2.0999999999999996}",2025-12-18T10:47:59.631220+00:00
2025-12-19,1388765,79,2025,2025-12-19T17:30:00+00:00,185,181,SC Paderborn 07,SV Darmstadt 98,1.8,1.0,"{""diff_shots on goal"": 0.5, ""diff_yellow cards"": 0.9000000000000001, ""diff_total shots"": 1.8000000000000007, ""diff_shots outsidebox"": 1.0999999999999996, ""diff_total passes"": 48.19999999999999, ""diff_shots off goal"": -0.7000000000000002, ""diff_offsides"": 0.375, ""diff_goals_against_avg"": 0.19999999999999996, ""diff_fouls"": 1.5999999999999996, ""diff_ball possession"": 7.700000000000003, ""diff_shots insidebox"": 0.7000000000000011, ""diff_passes %"": 0.7999999999999972, ""diff_goals_for_avg"": 0.2999999999999998, ""diff_passes accurate"": 43.400000000000034, ""diff_red cards"": -0.6666666666666667, ""diff_goalkeeper saves"": 0.10000000000000009, ""diff_expected_goals"": -1.1566666666666665, ""diff_points_per_game"": 0.20000000000000018, ""diff_corner kicks"": 0.7000000000000002, ""diff_blocked shots"": 2.0000000000000004}",2025-12-18T10:48:10.951975+00:00
2025-12-19,1390987,140,2025,2025-12-19T20:00:00+00:00,532,798,Valencia,Mallorca,0.8,1.0,"{""diff_shots on goal"": -0.9999999999999996, ""diff_yellow cards"": -0.3999999999999999, ""diff_total shots"": 1.5, ""diff_shots outsidebox"": 0.09999999999999964, ""diff_total passes"": 64.69999999999999, ""diff_shots off goal"": 0.6000000000000005, ""diff_offsides"": -0.15555555555555567, ""diff_goals_prevented"": 0.1, ""diff_goals_against_avg"": 0.30000000000000004, ""diff_fouls"": 1.299999999999999, ""diff_ball possession"": 3.6000000000000014, ""diff_shots insidebox"": 1.3999999999999995, ""diff_passes %"": 4.1000000000000085, ""diff_goals_for_avg"": -0.6000000000000001, ""diff_passes accurate"": 68.0, ""diff_goalkeeper saves"": 0.0, ""diff_red cards"": -0.5, ""diff_expected_goals"": -0.10400000000000009, ""diff_points_per_game"": -0.8, ""diff_corner kicks"": 2.0, ""diff_blocked shots"": 1.9}",2025-12-18T10:48:22.198825+00:00
