run_date,fixture_id,league_id,season,bookmaker_id,odds_home,odds_draw,odds_away,collected_at_utc
2026-01-09,1381024,88,2025,1,1.98,3.8,3.4,2026-01-08T12:50:44.426394+00:00
2026-01-09,1381024,88,2025,7,1.95,3.6,3.25,2026-01-08T12:50:44.426394+00:00
2026-01-09,1381024,88,2025,8,2.0,3.8,3.4,2026-01-08T12:50:44.426394+00:00
2026-01-09,1381024,88,2025,2,2.02,3.75,3.22,2026-01-08T12:50:44.426394+00:00
2026-01-09,1381024,88,2025,16,2.02,3.9,3.25,2026-01-08T12:50:44.426394+00:00
2026-01-09,1381024,88,2025,3,2.1,3.6,3.2,2026-01-08T12:50:44.426394+00:00
2026-01-09,1381024,88,2025,13,2.04,3.9,2.99,2026-01-08T12:50:44.426394+00:00
2026-01-09,1381024,88,2025,4,1.95,4.0,3.46,2026-01-08T12:50:44.426394+00:00
2026-01-09,1381024,88,2025,5,1.96,3.41,3.05,2026-01-08T12:50:44.426394+00:00
2026-01-09,1381024,88,2025,11,2.08,3.86,3.32,2026-01-08T12:50:44.426394+00:00
2026-01-09,1381024,88,2025,32,2.05,3.9,3.3,2026-01-08T12:50:44.426394+00:00
2026-01-09,1381024,88,2025,34,2.05,3.85,3.3,2026-01-08T12:50:44.426394+00:00
2026-01-09,1381024,88,2025,21,1.95,3.6,3.25,2026-01-08T12:50:44.426394+00:00
2026-01-09,1381024,88,2025,9,2.07,3.9,3.35,2026-01-08T12:50:44.426394+00:00
2026-01-09,1388446,78,2025,1,3.45,3.6,2.02,2026-01-08T12:50:58.464217+00:00
2026-01-09,1388446,78,2025,7,3.3,3.4,2.05,2026-01-08T12:50:58.464217+00:00
2026-01-09,1388446,78,2025,8,3.5,3.6,2.0,2026-01-08T12:50:58.464217+00:00
2026-01-09,1388446,78,2025,2,3.5,3.7,2.1,2026-01-08T12:50:58.464217+00:00
2026-01-09,1388446,78,2025,16,3.2,3.65,2.1,2026-01-08T12:50:58.464217+00:00
2026-01-09,1388446,78,2025,3,3.4,3.75,2.05,2026-01-08T12:50:58.464217+00:00
2026-01-09,1388446,78,2025,13,3.5,3.7,2.06,2026-01-08T12:50:58.464217+00:00
2026-01-09,1388446,78,2025,4,3.62,3.7,2.05,2026-01-08T12:50:58.464217+00:00
2026-01-09,1388446,78,2025,5,3.01,3.29,2.03,2026-01-08T12:50:58.464217+00:00
2026-01-09,1388446,78,2025,11,3.56,3.76,2.13,2026-01-08T12:50:58.464217+00:00
2026-01-09,1388446,78,2025,32,3.55,3.65,2.02,2026-01-08T12:50:58.464217+00:00
2026-01-09,1388446,78,2025,34,3.6,3.6,2.05,2026-01-08T12:50:58.464217+00:00
2026-01-09,1388446,78,2025,21,3.3,3.4,2.05,2026-01-08T12:50:58.464217+00:00
2026-01-09,1388446,78,2025,9,3.35,3.75,2.11,2026-01-08T12:50:58.464217+00:00
2026-01-09,1391001,140,2025,1,3.15,2.88,2.54,2026-01-08T12:51:12.363094+00:00
2026-01-09,1391001,140,2025,7,3.25,2.75,2.45,2026-01-08T12:51:12.363094+00:00
2026-01-09,1391001,140,2025,8,3.3,3.0,2.38,2026-01-08T12:51:12.363094+00:00
2026-01-09,1391001,140,2025,2,3.45,2.92,2.5,2026-01-08T12:51:12.363094+00:00
2026-01-09,1391001,140,2025,16,3.2,2.85,2.5,2026-01-08T12:51:12.363094+00:00
2026-01-09,1391001,140,2025,3,3.5,2.88,2.45,2026-01-08T12:51:12.363094+00:00
2026-01-09,1391001,140,2025,13,3.5,2.91,2.42,2026-01-08T12:51:12.363094+00:00
2026-01-09,1391001,140,2025,4,3.56,2.89,2.46,2026-01-08T12:51:12.363094+00:00
2026-01-09,1391001,140,2025,5,3.01,2.67,2.36,2026-01-08T12:51:12.363094+00:00
2026-01-09,1391001,140,2025,11,3.5,2.97,2.54,2026-01-08T12:51:12.363094+00:00
2026-01-09,1391001,140,2025,32,3.5,2.82,2.45,2026-01-08T12:51:12.363094+00:00
2026-01-09,1391001,140,2025,34,3.5,2.8,2.5,2026-01-08T12:51:12.363094+00:00
2026-01-09,1391001,140,2025,9,3.4,2.9,2.47,2026-01-08T12:51:12.363094+00:00
