run_date,fixture_id,league_id,season,bookmaker_id,odds_home,odds_draw,odds_away,collected_at_utc
2026-01-06,1378051,135,2025,1,5.0,3.45,1.76,2026-01-05T17:42:53.781392+00:00
2026-01-06,1378051,135,2025,7,4.6,3.3,1.75,2026-01-05T17:42:53.781392+00:00
2026-01-06,1378051,135,2025,8,5.25,3.4,1.75,2026-01-05T17:42:53.781392+00:00
2026-01-06,1378051,135,2025,2,5.05,3.54,1.79,2026-01-05T17:42:53.781392+00:00
2026-01-06,1378051,135,2025,16,5.1,3.55,1.72,2026-01-05T17:42:53.781392+00:00
2026-01-06,1378051,135,2025,3,5.0,3.5,1.75,2026-01-05T17:42:53.781392+00:00
2026-01-06,1378051,135,2025,13,5.0,3.7,1.76,2026-01-05T17:42:53.781392+00:00
2026-01-06,1378051,135,2025,4,5.18,3.53,1.79,2026-01-05T17:42:53.781392+00:00
2026-01-06,1378051,135,2025,5,4.14,3.19,1.75,2026-01-05T17:42:53.781392+00:00
2026-01-06,1378051,135,2025,11,5.16,3.62,1.83,2026-01-05T17:42:53.781392+00:00
2026-01-06,1378051,135,2025,32,5.1,3.4,1.78,2026-01-05T17:42:53.781392+00:00
2026-01-06,1378051,135,2025,34,5.1,3.45,1.8,2026-01-05T17:42:53.781392+00:00
2026-01-06,1378047,135,2025,1,5.2,3.4,1.75,2026-01-05T17:43:07.008518+00:00
2026-01-06,1378047,135,2025,7,4.8,3.3,1.73,2026-01-05T17:43:07.008518+00:00
2026-01-06,1378047,135,2025,8,5.25,3.4,1.75,2026-01-05T17:43:07.008518+00:00
2026-01-06,1378047,135,2025,2,5.4,3.5,1.78,2026-01-05T17:43:07.008518+00:00
2026-01-06,1378047,135,2025,16,5.3,3.45,1.72,2026-01-05T17:43:07.008518+00:00
2026-01-06,1378047,135,2025,3,5.5,3.4,1.75,2026-01-05T17:43:07.008518+00:00
2026-01-06,1378047,135,2025,13,5.2,3.5,1.77,2026-01-05T17:43:07.008518+00:00
2026-01-06,1378047,135,2025,4,5.24,3.51,1.79,2026-01-05T17:43:07.008518+00:00
2026-01-06,1378047,135,2025,5,4.25,3.13,1.75,2026-01-05T17:43:07.008518+00:00
2026-01-06,1378047,135,2025,11,5.49,3.56,1.81,2026-01-05T17:43:07.008518+00:00
2026-01-06,1378047,135,2025,32,5.1,3.45,1.78,2026-01-05T17:43:07.008518+00:00
2026-01-06,1378047,135,2025,34,5.15,3.45,1.78,2026-01-05T17:43:07.008518+00:00
2026-01-06,1378052,135,2025,1,4.65,3.7,1.74,2026-01-05T17:43:20.319785+00:00
2026-01-06,1378052,135,2025,7,4.5,3.6,1.73,2026-01-05T17:43:20.319785+00:00
2026-01-06,1378052,135,2025,8,4.75,3.8,1.73,2026-01-05T17:43:20.319785+00:00
2026-01-06,1378052,135,2025,2,4.95,3.82,1.76,2026-01-05T17:43:20.319785+00:00
2026-01-06,1378052,135,2025,16,5.1,3.55,1.7,2026-01-05T17:43:20.319785+00:00
2026-01-06,1378052,135,2025,3,5.0,3.8,1.73,2026-01-05T17:43:20.319785+00:00
2026-01-06,1378052,135,2025,13,4.85,3.8,1.74,2026-01-05T17:43:20.319785+00:00
2026-01-06,1378052,135,2025,4,4.96,3.9,1.73,2026-01-05T17:43:20.319785+00:00
2026-01-06,1378052,135,2025,5,4.2,3.33,1.7,2026-01-05T17:43:20.319785+00:00
2026-01-06,1378052,135,2025,11,5.03,3.88,1.79,2026-01-05T17:43:20.319785+00:00
2026-01-06,1378052,135,2025,32,4.85,3.75,1.72,2026-01-05T17:43:20.319785+00:00
2026-01-06,1378052,135,2025,34,4.9,3.8,1.74,2026-01-05T17:43:20.319785+00:00
2026-01-06,1379178,39,2025,1,3.1,3.35,2.28,2026-01-05T17:43:34.762849+00:00
2026-01-06,1379178,39,2025,7,3.0,3.25,2.3,2026-01-05T17:43:34.762849+00:00
2026-01-06,1379178,39,2025,8,3.2,3.4,2.25,2026-01-05T17:43:34.762849+00:00
2026-01-06,1379178,39,2025,2,3.2,3.44,2.33,2026-01-05T17:43:34.762849+00:00
2026-01-06,1379178,39,2025,16,3.15,3.35,2.3,2026-01-05T17:43:34.762849+00:00
2026-01-06,1379178,39,2025,3,3.1,3.4,2.3,2026-01-05T17:43:34.762849+00:00
2026-01-06,1379178,39,2025,13,3.2,3.45,2.26,2026-01-05T17:43:34.762849+00:00
2026-01-06,1379178,39,2025,4,3.25,3.45,2.29,2026-01-05T17:43:34.762849+00:00
2026-01-06,1379178,39,2025,5,2.75,3.06,2.28,2026-01-05T17:43:34.762849+00:00
2026-01-06,1379178,39,2025,11,3.25,3.5,2.37,2026-01-05T17:43:34.762849+00:00
2026-01-06,1379178,39,2025,32,3.2,3.4,2.27,2026-01-05T17:43:34.762849+00:00
2026-01-06,1379178,39,2025,34,3.25,3.35,2.3,2026-01-05T17:43:34.762849+00:00
