run_date,fixture_id,league_id,season,bookmaker_id,odds_home,odds_draw,odds_away,collected_at_utc
2026-01-02,1378035,135,2025,1,6.0,4.0,1.55,2026-01-01T22:17:56.340356+00:00
2026-01-02,1378035,135,2025,7,5.5,3.9,1.55,2026-01-01T22:17:56.340356+00:00
2026-01-02,1378035,135,2025,8,6.0,4.2,1.53,2026-01-01T22:17:56.340356+00:00
2026-01-02,1378035,135,2025,2,6.4,4.25,1.56,2026-01-01T22:17:56.340356+00:00
2026-01-02,1378035,135,2025,16,6.5,4.1,1.5,2026-01-01T22:17:56.340356+00:00
2026-01-02,1378035,135,2025,3,6.5,4.1,1.55,2026-01-01T22:17:56.340356+00:00
2026-01-02,1378035,135,2025,13,6.3,4.2,1.55,2026-01-01T22:17:56.340356+00:00
2026-01-02,1378035,135,2025,4,6.13,4.36,1.55,2026-01-01T22:17:56.340356+00:00
2026-01-02,1378035,135,2025,5,5.51,3.73,1.48,2026-01-01T22:17:56.340356+00:00
2026-01-02,1378035,135,2025,11,6.5,4.32,1.59,2026-01-01T22:17:56.340356+00:00
2026-01-02,1378035,135,2025,32,6.7,4.5,1.53,2026-01-01T22:17:56.340356+00:00
2026-01-02,1378035,135,2025,34,6.2,4.25,1.54,2026-01-01T22:17:56.340356+00:00
2026-01-02,1387850,61,2025,1,2.64,3.3,2.64,2026-01-01T22:18:06.535076+00:00
2026-01-02,1387850,61,2025,7,2.62,3.1,2.62,2026-01-01T22:18:06.535076+00:00
2026-01-02,1387850,61,2025,8,2.6,3.3,2.7,2026-01-01T22:18:06.535076+00:00
2026-01-02,1387850,61,2025,2,2.69,3.38,2.74,2026-01-01T22:18:06.535076+00:00
2026-01-02,1387850,61,2025,16,2.55,3.4,2.63,2026-01-01T22:18:06.535076+00:00
2026-01-02,1387850,61,2025,3,2.63,3.3,2.75,2026-01-01T22:18:06.535076+00:00
2026-01-02,1387850,61,2025,13,2.6,3.4,2.6,2026-01-01T22:18:06.535076+00:00
2026-01-02,1387850,61,2025,4,2.65,3.4,2.77,2026-01-01T22:18:06.535076+00:00
2026-01-02,1387850,61,2025,5,2.43,3.08,2.54,2026-01-01T22:18:06.535076+00:00
2026-01-02,1387850,61,2025,11,2.74,3.44,2.79,2026-01-01T22:18:06.535076+00:00
2026-01-02,1387850,61,2025,32,2.62,3.35,2.72,2026-01-01T22:18:06.535076+00:00
2026-01-02,1387850,61,2025,34,2.62,3.35,2.75,2026-01-01T22:18:06.535076+00:00
2026-01-02,1387850,61,2025,21,2.63,3.1,2.63,2026-01-01T22:18:06.535076+00:00
2026-01-02,1390995,140,2025,1,2.16,2.85,4.1,2026-01-01T22:18:17.296707+00:00
2026-01-02,1390995,140,2025,7,2.1,2.8,4.0,2026-01-01T22:18:17.296707+00:00
2026-01-02,1390995,140,2025,8,2.1,2.9,4.33,2026-01-01T22:18:17.296707+00:00
2026-01-02,1390995,140,2025,2,2.18,2.98,4.2,2026-01-01T22:18:17.296707+00:00
2026-01-02,1390995,140,2025,16,2.12,2.9,4.0,2026-01-01T22:18:17.296707+00:00
2026-01-02,1390995,140,2025,3,2.1,2.88,4.4,2026-01-01T22:18:17.296707+00:00
2026-01-02,1390995,140,2025,13,2.13,2.9,4.4,2026-01-01T22:18:17.296707+00:00
2026-01-02,1390995,140,2025,4,2.15,2.98,4.28,2026-01-01T22:18:17.296707+00:00
2026-01-02,1390995,140,2025,5,2.09,2.69,3.55,2026-01-01T22:18:17.296707+00:00
2026-01-02,1390995,140,2025,11,2.22,3.03,4.27,2026-01-01T22:18:17.296707+00:00
2026-01-02,1390995,140,2025,32,2.12,2.95,4.15,2026-01-01T22:18:17.296707+00:00
2026-01-02,1390995,140,2025,34,2.12,3.0,4.2,2026-01-01T22:18:17.296707+00:00
2026-01-02,1390995,140,2025,21,2.1,2.8,4.0,2026-01-01T22:18:17.296707+00:00
2026-01-02,1396385,94,2025,1,7.25,4.1,1.48,2026-01-01T22:18:38.448070+00:00
2026-01-02,1396385,94,2025,7,6.5,3.9,1.5,2026-01-01T22:18:38.448070+00:00
2026-01-02,1396385,94,2025,8,7.5,4.0,1.48,2026-01-01T22:18:38.448070+00:00
2026-01-02,1396385,94,2025,2,6.7,4.05,1.48,2026-01-01T22:18:38.448070+00:00
2026-01-02,1396385,94,2025,16,6.25,4.0,1.5,2026-01-01T22:18:38.448070+00:00
2026-01-02,1396385,94,2025,3,7.0,4.2,1.44,2026-01-01T22:18:38.448070+00:00
2026-01-02,1396385,94,2025,13,6.4,4.15,1.46,2026-01-01T22:18:38.448070+00:00
2026-01-02,1396385,94,2025,4,6.9,4.24,1.48,2026-01-01T22:18:38.448070+00:00
2026-01-02,1396385,94,2025,5,6.28,3.82,1.42,2026-01-01T22:18:38.448070+00:00
2026-01-02,1396385,94,2025,11,6.96,4.21,1.54,2026-01-01T22:18:38.448070+00:00
2026-01-02,1396385,94,2025,32,7.3,4.1,1.5,2026-01-01T22:18:38.448070+00:00
2026-01-02,1396385,94,2025,34,6.8,4.15,1.5,2026-01-01T22:18:38.448070+00:00
2026-01-02,1396389,94,2025,1,1.82,3.4,4.65,2026-01-01T22:18:48.530622+00:00
2026-01-02,1396389,94,2025,7,1.83,3.3,4.33,2026-01-01T22:18:48.530622+00:00
2026-01-02,1396389,94,2025,8,1.75,3.4,5.0,2026-01-01T22:18:48.530622+00:00
2026-01-02,1396389,94,2025,2,1.8,3.44,4.45,2026-01-01T22:18:48.530622+00:00
2026-01-02,1396389,94,2025,16,1.83,3.4,4.35,2026-01-01T22:18:48.530622+00:00
2026-01-02,1396389,94,2025,3,1.8,3.4,4.6,2026-01-01T22:18:48.530622+00:00
2026-01-02,1396389,94,2025,13,1.79,3.55,4.2,2026-01-01T22:18:48.530622+00:00
2026-01-02,1396389,94,2025,4,1.78,3.62,4.67,2026-01-01T22:18:48.530622+00:00
2026-01-02,1396389,94,2025,5,1.79,3.21,3.9,2026-01-01T22:18:48.530622+00:00
2026-01-02,1396389,94,2025,11,1.88,3.56,4.58,2026-01-01T22:18:48.530622+00:00
2026-01-02,1396389,94,2025,32,1.8,3.55,4.75,2026-01-01T22:18:48.530622+00:00
2026-01-02,1396389,94,2025,34,1.8,3.55,4.6,2026-01-01T22:18:48.530622+00:00
