run_date,fixture_id,league_id,season,date_utc,home_team,away_team,result,logged_at_utc
2025-12-21,1382575,144,2025,2025-12-20T15:00:00+00:00,Dender,Standard Liege,2,2025-12-21T15:09:10.359096+00:00
2025-12-21,1382576,144,2025,2025-12-20T17:15:00+00:00,KVC Westerlo,RAAL La Louvière,1,2025-12-21T15:09:10.709307+00:00
2025-12-21,1386804,40,2025,2025-12-20T15:00:00+00:00,Charlton,Oxford United,1,2025-12-21T15:09:11.178431+00:00
2025-12-21,1386805,40,2025,2025-12-20T15:00:00+00:00,Ipswich,Sheffield Wednesday,1,2025-12-21T15:09:11.296352+00:00
2025-12-21,1386806,40,2025,2025-12-20T12:30:00+00:00,Southampton,Coventry,X,2025-12-21T15:09:11.375504+00:00
2025-12-21,1386807,40,2025,2025-12-20T15:00:00+00:00,Watford,Stoke City,1,2025-12-21T15:09:11.707807+00:00
2025-12-21,1386808,40,2025,2025-12-20T15:00:00+00:00,Hull City,West Brom,1,2025-12-21T15:09:12.012909+00:00
2025-12-21,1386810,40,2025,2025-12-20T15:00:00+00:00,Derby,Portsmouth,X,2025-12-21T15:09:12.166486+00:00
2025-12-21,1386811,40,2025,2025-12-20T15:00:00+00:00,QPR,Leicester,1,2025-12-21T15:09:12.264158+00:00
2025-12-21,1386812,40,2025,2025-12-20T15:00:00+00:00,Sheffield Utd,Birmingham,1,2025-12-21T15:09:12.399265+00:00
2025-12-21,1386813,40,2025,2025-12-20T12:30:00+00:00,Preston,Norwich,X,2025-12-21T15:09:12.711689+00:00
2025-12-21,1386814,40,2025,2025-12-20T15:00:00+00:00,Bristol City,Middlesbrough,1,2025-12-21T15:09:12.972149+00:00
2025-12-21,1388434,78,2025,2025-12-20T14:30:00+00:00,FC Augsburg,Werder Bremen,X,2025-12-21T15:09:13.181816+00:00
2025-12-21,1388436,78,2025,2025-12-20T14:30:00+00:00,1. FC Köln,Union Berlin,2,2025-12-21T15:09:13.267252+00:00
2025-12-21,1388437,78,2025,2025-12-20T14:30:00+00:00,Hamburger SV,Eintracht Frankfurt,X,2025-12-21T15:09:13.398305+00:00
2025-12-21,1388440,78,2025,2025-12-20T17:30:00+00:00,RB Leipzig,Bayer Leverkusen,2,2025-12-21T15:09:13.957147+00:00
2025-12-21,1388441,78,2025,2025-12-20T14:30:00+00:00,VfB Stuttgart,1899 Hoffenheim,X,2025-12-21T15:09:14.167795+00:00
2025-12-21,1388442,78,2025,2025-12-20T14:30:00+00:00,VfL Wolfsburg,SC Freiburg,2,2025-12-21T15:09:14.277922+00:00
2025-12-21,1390982,140,2025,2025-12-21T13:00:00+00:00,Girona,Atletico Madrid,2,2025-12-21T15:09:14.739917+00:00
2025-12-21,1390983,140,2025,2025-12-20T15:15:00+00:00,Levante,Real Sociedad,X,2025-12-21T15:09:14.969108+00:00
2025-12-21,1390984,140,2025,2025-12-20T17:30:00+00:00,Osasuna,Alaves,1,2025-12-21T15:09:15.166453+00:00
2025-12-21,1390985,140,2025,2025-12-20T20:00:00+00:00,Real Madrid,Sevilla,1,2025-12-21T15:09:15.265512+00:00
2025-12-21,1390986,140,2025,2025-12-20T13:00:00+00:00,Oviedo,Celta Vigo,X,2025-12-21T15:09:15.392950+00:00
2025-12-21,1394577,203,2025,2025-12-21T11:30:00+00:00,Alanyaspor,Fatih Karagümrük,1,2025-12-21T15:09:15.734714+00:00
2025-12-21,1394579,203,2025,2025-12-20T17:00:00+00:00,Beşiktaş,Rizespor,1,2025-12-21T15:09:15.963953+00:00
2025-12-21,1394580,203,2025,2025-12-20T14:00:00+00:00,Eyüpspor,Fenerbahçe,2,2025-12-21T15:09:16.164891+00:00
2025-12-21,1396365,94,2025,2025-12-20T20:30:00+00:00,Estrela,Moreirense,X,2025-12-21T15:09:16.297827+00:00
2025-12-21,1396366,94,2025,2025-12-20T18:00:00+00:00,GIL Vicente,Rio Ave,X,2025-12-21T15:09:16.365965+00:00
