run_date,fixture_id,league_id,season,date_utc,home_team,away_team,result,logged_at_utc
2025-12-27,1378027,135,2025,2025-12-27T14:00:00+00:00,Lecce,Como,2,2025-12-27T19:05:42.448291+00:00
2025-12-27,1378029,135,2025,2025-12-27T11:30:00+00:00,Parma,Fiorentina,1,2025-12-27T19:05:42.607967+00:00
2025-12-27,1378032,135,2025,2025-12-27T14:00:00+00:00,Torino,Cagliari,2,2025-12-27T19:05:42.693072+00:00
2025-12-27,1378033,135,2025,2025-12-27T17:00:00+00:00,Udinese,Lazio,X,2025-12-27T19:05:42.773380+00:00
2025-12-27,1379139,39,2025,2025-12-27T15:00:00+00:00,Arsenal,Brighton,1,2025-12-27T19:05:42.836931+00:00
2025-12-27,1379140,39,2025,2025-12-27T15:00:00+00:00,Brentford,Bournemouth,1,2025-12-27T19:05:43.649641+00:00
2025-12-27,1379141,39,2025,2025-12-27T15:00:00+00:00,Burnley,Everton,X,2025-12-27T19:05:43.724070+00:00
2025-12-27,1379144,39,2025,2025-12-27T15:00:00+00:00,Liverpool,Wolves,1,2025-12-27T19:05:43.935173+00:00
2025-12-27,1379145,39,2025,2025-12-26T20:00:00+00:00,Manchester United,Newcastle,1,2025-12-27T19:05:44.014403+00:00
2025-12-27,1379146,39,2025,2025-12-27T12:30:00+00:00,Nottingham Forest,Manchester City,2,2025-12-27T19:05:44.341075+00:00
2025-12-27,1379148,39,2025,2025-12-27T15:00:00+00:00,West Ham,Fulham,2,2025-12-27T19:05:44.803947+00:00
2025-12-27,1382579,144,2025,2025-12-26T17:30:00+00:00,Standard Liege,St. Truiden,2,2025-12-27T19:05:44.884304+00:00
2025-12-27,1382580,144,2025,2025-12-27T15:00:00+00:00,RAAL La Louvière,OH Leuven,X,2025-12-27T19:05:45.344787+00:00
2025-12-27,1382581,144,2025,2025-12-26T19:45:00+00:00,Anderlecht,Charleroi,2,2025-12-27T19:05:45.421489+00:00
2025-12-27,1382584,144,2025,2025-12-26T15:00:00+00:00,Cercle Brugge,Union St. Gilloise,X,2025-12-27T19:05:46.107216+00:00
2025-12-27,1382585,144,2025,2025-12-27T12:30:00+00:00,Antwerp,Zulte Waregem,1,2025-12-27T19:05:46.191557+00:00
2025-12-27,1386816,40,2025,2025-12-26T15:00:00+00:00,Norwich,Charlton,1,2025-12-27T19:05:46.268179+00:00
2025-12-27,1386817,40,2025,2025-12-26T15:00:00+00:00,Portsmouth,QPR,X,2025-12-27T19:05:46.431404+00:00
2025-12-27,1386818,40,2025,2025-12-26T17:30:00+00:00,Wrexham,Sheffield Utd,1,2025-12-27T19:05:46.639355+00:00
2025-12-27,1386819,40,2025,2025-12-26T15:00:00+00:00,Coventry,Swansea,1,2025-12-27T19:05:46.751535+00:00
2025-12-27,1386821,40,2025,2025-12-26T15:00:00+00:00,Leicester,Watford,2,2025-12-27T19:05:47.184269+00:00
2025-12-27,1386822,40,2025,2025-12-26T15:00:00+00:00,Oxford United,Southampton,1,2025-12-27T19:05:47.278612+00:00
2025-12-27,1386823,40,2025,2025-12-26T15:00:00+00:00,Stoke City,Preston,X,2025-12-27T19:05:47.449097+00:00
2025-12-27,1386824,40,2025,2025-12-26T15:00:00+00:00,Middlesbrough,Blackburn,X,2025-12-27T19:05:47.642385+00:00
2025-12-27,1386825,40,2025,2025-12-26T15:00:00+00:00,West Brom,Bristol City,2,2025-12-27T19:05:47.764737+00:00
2025-12-27,1386826,40,2025,2025-12-26T15:00:00+00:00,Sheffield Wednesday,Hull City,X,2025-12-27T19:05:48.234385+00:00
