run_date,fixture_id,league_id,season,date_utc,home_team,away_team,result,logged_at_utc
2026-01-07,1378047,135,2025,2026-01-06T17:00:00+00:00,Lecce,AS Roma,2,2026-01-07T19:23:21.911953+00:00
2026-01-07,1378051,135,2025,2026-01-06T14:00:00+00:00,Pisa,Como,2,2026-01-07T19:23:22.079242+00:00
2026-01-07,1378052,135,2025,2026-01-06T19:45:00+00:00,Sassuolo,Juventus,2,2026-01-07T19:23:22.751642+00:00
2026-01-07,1379178,39,2025,2026-01-06T20:00:00+00:00,West Ham,Nottingham Forest,2,2026-01-07T19:23:22.903593+00:00
2026-01-07,1378044,135,2025,2026-01-07T17:30:00+00:00,Bologna,Atalanta,2,2026-01-07T22:19:27.232806+00:00
2026-01-07,1378046,135,2025,2026-01-07T19:45:00+00:00,Lazio,Fiorentina,X,2026-01-07T22:19:27.280169+00:00
2026-01-07,1378049,135,2025,2026-01-07T17:30:00+00:00,Napoli,Verona,X,2026-01-07T22:19:27.342552+00:00
2026-01-07,1378050,135,2025,2026-01-07T19:45:00+00:00,Parma,Inter,2,2026-01-07T22:19:27.410137+00:00
2026-01-07,1378053,135,2025,2026-01-07T19:45:00+00:00,Torino,Udinese,2,2026-01-07T22:19:28.149518+00:00
2026-01-07,1379170,39,2025,2026-01-07T19:30:00+00:00,Bournemouth,Tottenham,1,2026-01-07T22:19:28.302667+00:00
2026-01-07,1379171,39,2025,2026-01-07T19:30:00+00:00,Brentford,Sunderland,1,2026-01-07T22:19:28.357275+00:00
2026-01-07,1379172,39,2025,2026-01-07T20:15:00+00:00,Burnley,Manchester United,X,2026-01-07T22:19:28.406979+00:00
2026-01-07,1379173,39,2025,2026-01-07T19:30:00+00:00,Crystal Palace,Aston Villa,X,2026-01-07T22:19:29.188319+00:00
2026-01-07,1379174,39,2025,2026-01-07T19:30:00+00:00,Everton,Wolves,X,2026-01-07T22:19:29.307970+00:00
2026-01-07,1379175,39,2025,2026-01-07T19:30:00+00:00,Fulham,Chelsea,1,2026-01-07T22:19:29.360315+00:00
2026-01-07,1379176,39,2025,2026-01-07T19:30:00+00:00,Manchester City,Brighton,X,2026-01-07T22:19:29.423578+00:00
2026-01-07,1379177,39,2025,2026-01-07T20:15:00+00:00,Newcastle,Leeds,1,2026-01-07T22:30:57.204327+00:00
