run_date,fixture_id,league_id,season,date_utc,home_team,away_team,result,logged_at_utc
2026-01-01,1378031,135,2025,2025-12-29T19:45:00+00:00,AS Roma,Genoa,1,2026-01-01T22:19:58.546178+00:00
2026-01-01,1379149,39,2025,2025-12-30T20:15:00+00:00,Arsenal,Aston Villa,1,2026-01-01T22:19:58.612553+00:00
2026-01-01,1379151,39,2025,2025-12-30T19:30:00+00:00,Burnley,Newcastle,2,2026-01-01T22:19:58.679369+00:00
2026-01-01,1379152,39,2025,2025-12-30T19:30:00+00:00,Chelsea,Bournemouth,X,2026-01-01T22:19:58.746638+00:00
2026-01-01,1379155,39,2025,2025-12-30T20:15:00+00:00,Manchester United,Wolves,X,2026-01-01T22:19:58.810243+00:00
2026-01-01,1379156,39,2025,2025-12-30T19:30:00+00:00,Nottingham Forest,Everton,2,2026-01-01T22:19:59.468146+00:00
2026-01-01,1379158,39,2025,2025-12-30T19:30:00+00:00,West Ham,Brighton,X,2026-01-01T22:19:59.609538+00:00
2026-01-01,1386827,40,2025,2025-12-29T19:45:00+00:00,Sheffield Wednesday,Blackburn,X,2026-01-01T22:19:59.688168+00:00
2026-01-01,1386828,40,2025,2025-12-29T19:45:00+00:00,West Brom,QPR,1,2026-01-01T22:19:59.752122+00:00
2026-01-01,1386829,40,2025,2025-12-29T19:45:00+00:00,Stoke City,Sheffield Utd,2,2026-01-01T22:19:59.817804+00:00
2026-01-01,1386830,40,2025,2025-12-29T19:45:00+00:00,Middlesbrough,Hull City,2,2026-01-01T22:20:00.464435+00:00
2026-01-01,1386831,40,2025,2025-12-29T19:45:00+00:00,Oxford United,Swansea,2,2026-01-01T22:20:00.610137+00:00
2026-01-01,1386832,40,2025,2025-12-29T18:00:00+00:00,Coventry,Ipswich,2,2026-01-01T22:20:00.688872+00:00
2026-01-01,1386833,40,2025,2025-12-29T19:45:00+00:00,Millwall,Bristol City,1,2026-01-01T22:20:00.760323+00:00
2026-01-01,1386834,40,2025,2025-12-29T19:45:00+00:00,Leicester,Derby,1,2026-01-01T22:20:00.828639+00:00
2026-01-01,1386835,40,2025,2025-12-29T19:45:00+00:00,Wrexham,Preston,1,2026-01-01T22:20:01.471431+00:00
2026-01-01,1386836,40,2025,2025-12-29T19:45:00+00:00,Portsmouth,Charlton,1,2026-01-01T22:20:01.597744+00:00
2026-01-01,1386837,40,2025,2025-12-29T20:15:00+00:00,Birmingham,Southampton,X,2026-01-01T22:20:01.683086+00:00
2026-01-01,1386838,40,2025,2025-12-29T19:45:00+00:00,Norwich,Watford,2,2026-01-01T22:20:01.746452+00:00
2026-01-01,1396377,94,2025,2025-12-29T20:15:00+00:00,FC Porto,AVS,1,2026-01-01T22:20:01.833057+00:00
