run_date,fixture_id,league_id,season,date_utc,home_team,away_team,result,logged_at_utc
2026-01-05,1378039,135,2025,2026-01-04T19:45:00+00:00,Inter,Bologna,1,2026-01-05T17:43:58.888686+00:00
2026-01-05,1378043,135,2025,2026-01-04T17:00:00+00:00,Verona,Torino,2,2026-01-05T17:43:58.953890+00:00
2026-01-05,1379165,39,2025,2026-01-04T17:30:00+00:00,Manchester City,Chelsea,X,2026-01-05T17:43:59.019021+00:00
2026-01-05,1387842,61,2025,2026-01-04T16:15:00+00:00,Stade Brestois 29,Auxerre,1,2026-01-05T17:44:00.034206+00:00
2026-01-05,1387843,61,2025,2026-01-04T16:15:00+00:00,Le Havre,Angers,1,2026-01-05T17:44:00.112000+00:00
2026-01-05,1387845,61,2025,2026-01-04T16:15:00+00:00,Lorient,Metz,X,2026-01-05T17:44:00.817387+00:00
2026-01-05,1387849,61,2025,2026-01-04T19:45:00+00:00,Paris Saint Germain,Paris FC,1,2026-01-05T17:44:00.967673+00:00
2026-01-05,1390989,140,2025,2026-01-04T17:30:00+00:00,Alaves,Oviedo,X,2026-01-05T17:44:01.040403+00:00
2026-01-05,1390993,140,2025,2026-01-04T17:30:00+00:00,Mallorca,Girona,2,2026-01-05T17:44:01.107126+00:00
2026-01-05,1390997,140,2025,2026-01-04T20:00:00+00:00,Real Sociedad,Atletico Madrid,X,2026-01-05T17:44:01.834561+00:00
2026-01-05,1396382,94,2025,2026-01-04T20:30:00+00:00,Alverca,Famalicao,1,2026-01-05T17:44:01.966626+00:00
2026-01-05,1396387,94,2025,2026-01-04T18:00:00+00:00,Santa Clara,FC Porto,2,2026-01-05T17:44:02.036879+00:00
