run_date,fixture_id,league_id,season,date_utc,home_team,away_team,result,logged_at_utc
2025-11-30,1377986,135,2025,2025-11-28T19:45:00+00:00,Como,Sassuolo,1,2025-11-30T21:09:42.574742+00:00
2025-11-30,1377987,135,2025,2025-11-29T14:00:00+00:00,Genoa,Verona,1,2025-11-30T21:09:42.843707+00:00
2025-11-30,1377988,135,2025,2025-11-29T17:00:00+00:00,Juventus,Cagliari,1,2025-11-30T21:09:43.123290+00:00
2025-11-30,1377990,135,2025,2025-11-29T19:45:00+00:00,AC Milan,Lazio,1,2025-11-30T21:09:43.365889+00:00
2025-11-30,1377991,135,2025,2025-11-29T14:00:00+00:00,Parma,Udinese,2,2025-11-30T21:09:43.608975+00:00
2025-11-30,1379090,39,2025,2025-11-29T15:00:00+00:00,Brentford,Burnley,1,2025-11-30T21:09:43.833173+00:00
2025-11-30,1379093,39,2025,2025-11-29T17:30:00+00:00,Everton,Newcastle,2,2025-11-30T21:09:44.030374+00:00
2025-11-30,1379094,39,2025,2025-11-29T15:00:00+00:00,Manchester City,Leeds,1,2025-11-30T21:09:44.246466+00:00
2025-11-30,1379096,39,2025,2025-11-29T15:00:00+00:00,Sunderland,Bournemouth,1,2025-11-30T21:09:44.426440+00:00
2025-11-30,1379097,39,2025,2025-11-29T20:00:00+00:00,Tottenham,Fulham,2,2025-11-30T21:09:44.591436+00:00
2025-11-30,1379450,119,2025,2025-11-28T18:00:00+00:00,Sonderjyske,Viborg,X,2025-11-30T21:09:44.752618+00:00
2025-11-30,1380985,88,2025,2025-11-29T15:30:00+00:00,Excelsior,NAC Breda,1,2025-11-30T21:09:44.965676+00:00
2025-11-30,1380987,88,2025,2025-11-29T20:00:00+00:00,NEC Nijmegen,Sparta Rotterdam,1,2025-11-30T21:09:45.158151+00:00
2025-11-30,1380989,88,2025,2025-11-29T17:45:00+00:00,Fortuna Sittard,Heracles,X,2025-11-30T21:09:45.374146+00:00
2025-11-30,1380992,88,2025,2025-11-28T19:00:00+00:00,PEC Zwolle,Heerenveen,1,2025-11-30T21:09:45.619853+00:00
2025-11-30,1382547,144,2025,2025-11-28T19:45:00+00:00,KV Mechelen,Standard Liege,2,2025-11-30T21:09:45.910082+00:00
2025-11-30,1382548,144,2025,2025-11-29T15:00:00+00:00,Dender,KVC Westerlo,X,2025-11-30T21:09:46.104369+00:00
2025-11-30,1382549,144,2025,2025-11-29T17:15:00+00:00,Zulte Waregem,Cercle Brugge,X,2025-11-30T21:09:46.307972+00:00
2025-11-30,1382550,144,2025,2025-11-29T19:45:00+00:00,Charleroi,RAAL La Louvière,X,2025-11-30T21:09:46.527527+00:00
2025-11-30,1386755,40,2025,2025-11-29T15:00:00+00:00,Norwich,QPR,1,2025-11-30T21:09:46.752595+00:00
2025-11-30,1386757,40,2025,2025-11-29T12:30:00+00:00,Portsmouth,Bristol City,2,2025-11-30T21:09:46.968494+00:00
2025-11-30,1386758,40,2025,2025-11-29T15:00:00+00:00,Wrexham,Blackburn,X,2025-11-30T21:09:47.174025+00:00
2025-11-30,1386759,40,2025,2025-11-29T15:00:00+00:00,Millwall,Southampton,1,2025-11-30T21:09:47.385857+00:00
2025-11-30,1386760,40,2025,2025-11-29T12:30:00+00:00,Leicester,Sheffield Utd,2,2025-11-30T21:09:47.630267+00:00
2025-11-30,1386761,40,2025,2025-11-28T20:00:00+00:00,Oxford United,Ipswich,1,2025-11-30T21:09:47.904875+00:00
2025-11-30,1386762,40,2025,2025-11-29T15:00:00+00:00,Coventry,Charlton,1,2025-11-30T21:09:48.252466+00:00
2025-11-30,1386763,40,2025,2025-11-29T12:30:00+00:00,Stoke City,Hull City,2,2025-11-30T21:09:48.552612+00:00
2025-11-30,1386764,40,2025,2025-11-29T15:00:00+00:00,Middlesbrough,Derby,1,2025-11-30T21:09:48.987485+00:00
2025-11-30,1386765,40,2025,2025-11-29T15:00:00+00:00,West Brom,Swansea,1,2025-11-30T21:09:49.343098+00:00
2025-11-30,1386766,40,2025,2025-11-29T15:00:00+00:00,Sheffield Wednesday,Preston,2,2025-11-30T21:09:50.819224+00:00
2025-11-30,1387819,61,2025,2025-11-29T20:05:00+00:00,Marseille,Toulouse,X,2025-11-30T21:09:51.133195+00:00
2025-11-30,1387820,61,2025,2025-11-28T19:45:00+00:00,Metz,Rennes,2,2025-11-30T21:09:51.424324+00:00
2025-11-30,1387821,61,2025,2025-11-29T16:00:00+00:00,Monaco,Paris Saint Germain,1,2025-11-30T21:09:51.711731+00:00
2025-11-30,1387822,61,2025,2025-11-29T18:00:00+00:00,Paris FC,Auxerre,X,2025-11-30T21:09:51.931615+00:00
2025-11-30,1388407,78,2025,2025-11-29T17:30:00+00:00,Bayer Leverkusen,Borussia Dortmund,2,2025-11-30T21:09:52.140862+00:00
