run_date,fixture_id,league_id,season,date_utc,home_team,away_team,result,logged_at_utc
2025-12-03,1379099,39,2025,2025-12-03T19:30:00+00:00,Arsenal,Brentford,1,2025-12-03T22:26:48.668229+00:00
2025-12-03,1379101,39,2025,2025-12-03T19:30:00+00:00,Brighton,Aston Villa,2,2025-12-03T22:26:48.733558+00:00
2025-12-03,1379102,39,2025,2025-12-03T19:30:00+00:00,Burnley,Crystal Palace,2,2025-12-03T22:26:48.802992+00:00
2025-12-03,1379104,39,2025,2025-12-03T20:15:00+00:00,Leeds,Chelsea,1,2025-12-03T22:26:48.870925+00:00
2025-12-03,1379105,39,2025,2025-12-03T20:15:00+00:00,Liverpool,Sunderland,X,2025-12-03T22:26:48.947995+00:00
2025-12-03,1379108,39,2025,2025-12-03T19:30:00+00:00,Wolves,Nottingham Forest,2,2025-12-03T22:26:49.021602+00:00
2025-12-03,1390999,140,2025,2025-12-03T18:00:00+00:00,Athletic Club,Real Madrid,2,2025-12-03T22:26:49.103658+00:00
2025-12-03,1478010,71,2025,2025-12-03T22:00:00+00:00,RB Bragantino,Vitoria,1,2025-12-03T22:26:49.231352+00:00
2025-12-03,1478041,71,2025,2025-12-03T22:00:00+00:00,Fortaleza EC,Corinthians,1,2025-12-03T22:26:49.305066+00:00
2025-12-03,1478042,71,2025,2025-12-03T00:30:00+00:00,Gremio,Fluminense,2,2025-12-03T22:26:49.376140+00:00
