run_date,fixture_id,league_id,season,date_utc,home_team,away_team,result,logged_at_utc
2025-12-28,1378026,135,2025,2025-12-28T14:00:00+00:00,Cremonese,Napoli,2,2025-12-28T16:00:35.950596+00:00
2025-12-28,1378028,135,2025,2025-12-28T11:30:00+00:00,AC Milan,Verona,1,2025-12-28T16:00:36.018953+00:00
2025-12-28,1378030,135,2025,2025-12-27T19:45:00+00:00,Pisa,Juventus,2,2025-12-28T16:00:36.102519+00:00
2025-12-28,1379142,39,2025,2025-12-27T17:30:00+00:00,Chelsea,Aston Villa,2,2025-12-28T16:00:36.181527+00:00
2025-12-28,1379147,39,2025,2025-12-28T14:00:00+00:00,Sunderland,Leeds,X,2025-12-28T16:00:36.266118+00:00
2025-12-28,1382582,144,2025,2025-12-27T17:15:00+00:00,KV Mechelen,Dender,X,2025-12-28T16:00:36.757853+00:00
2025-12-28,1382583,144,2025,2025-12-27T19:45:00+00:00,Gent,KVC Westerlo,1,2025-12-28T16:00:37.059057+00:00
2025-12-28,1396375,94,2025,2025-12-27T20:30:00+00:00,Estoril,Alverca,1,2025-12-28T16:00:37.369723+00:00
2025-12-28,1396376,94,2025,2025-12-27T18:00:00+00:00,Famalicao,Estrela,2,2025-12-28T16:00:37.862304+00:00
2025-12-28,1378024,135,2025,2025-12-28T19:45:00+00:00,Atalanta,Inter,2,2025-12-28T23:22:50.857727+00:00
2025-12-28,1378025,135,2025,2025-12-28T17:00:00+00:00,Bologna,Sassuolo,X,2025-12-28T23:22:50.943540+00:00
2025-12-28,1379143,39,2025,2025-12-28T16:30:00+00:00,Crystal Palace,Tottenham,2,2025-12-28T23:22:51.024016+00:00
2025-12-28,1396372,94,2025,2025-12-28T15:30:00+00:00,Arouca,GIL Vicente,X,2025-12-28T23:22:51.098576+00:00
2025-12-28,1396373,94,2025,2025-12-28T18:00:00+00:00,SC Braga,Benfica,X,2025-12-28T23:22:51.192372+00:00
2025-12-28,1396374,94,2025,2025-12-28T15:30:00+00:00,Casa Pia,Guimaraes,X,2025-12-28T23:22:51.725392+00:00
2025-12-28,1396380,94,2025,2025-12-28T20:30:00+00:00,Sporting CP,Rio Ave,1,2025-12-28T23:22:51.933109+00:00
