run_date,fixture_id,league_id,season,date_utc,home_team,away_team,result,logged_at_utc
2025-12-10,1386779,40,2025,2025-12-09T19:45:00+00:00,Preston,Coventry,X,2025-12-10T15:51:33.760735+00:00
2025-12-10,1386780,40,2025,2025-12-09T19:45:00+00:00,Sheffield Utd,Norwich,X,2025-12-10T15:51:33.801473+00:00
2025-12-10,1386781,40,2025,2025-12-09T20:00:00+00:00,QPR,Birmingham,1,2025-12-10T15:51:33.864374+00:00
2025-12-10,1386782,40,2025,2025-12-09T19:45:00+00:00,Blackburn,Oxford United,X,2025-12-10T15:51:33.906958+00:00
2025-12-10,1386783,40,2025,2025-12-09T19:45:00+00:00,Watford,Sheffield Wednesday,X,2025-12-10T15:51:33.948952+00:00
2025-12-10,1386784,40,2025,2025-12-09T19:45:00+00:00,Southampton,West Brom,1,2025-12-10T15:51:33.991192+00:00
2025-12-10,1386785,40,2025,2025-12-09T19:45:00+00:00,Charlton,Middlesbrough,2,2025-12-10T15:51:34.032834+00:00
2025-12-10,1386786,40,2025,2025-12-09T19:45:00+00:00,Swansea,Portsmouth,1,2025-12-10T15:51:34.074676+00:00
2025-12-10,1451111,2,2025,2025-12-09T17:45:00+00:00,Bayern München,Sporting CP,1,2025-12-10T15:51:34.114314+00:00
2025-12-10,1451113,2,2025,2025-12-09T20:00:00+00:00,Inter,Liverpool,2,2025-12-10T15:51:34.152241+00:00
2025-12-10,1451118,2,2025,2025-12-09T20:00:00+00:00,PSV Eindhoven,Atletico Madrid,2,2025-12-10T15:51:34.196977+00:00
