run_date,fixture_id,league_id,season,date_utc,home_team,away_team,result,logged_at_utc
2025-12-14,1378004,135,2025,2025-12-13T19:45:00+00:00,Atalanta,Cagliari,1,2025-12-14T02:11:06.727929+00:00
2025-12-14,1378010,135,2025,2025-12-13T17:00:00+00:00,Parma,Lazio,2,2025-12-14T02:11:06.795688+00:00
2025-12-14,1378012,135,2025,2025-12-13T14:00:00+00:00,Torino,Cremonese,1,2025-12-14T02:11:06.877322+00:00
2025-12-14,1379119,39,2025,2025-12-13T20:00:00+00:00,Arsenal,Wolves,1,2025-12-14T02:11:06.946697+00:00
2025-12-14,1379121,39,2025,2025-12-13T17:30:00+00:00,Burnley,Fulham,2,2025-12-14T02:11:07.023717+00:00
2025-12-14,1379122,39,2025,2025-12-13T15:00:00+00:00,Chelsea,Everton,1,2025-12-14T02:11:07.098776+00:00
2025-12-14,1379124,39,2025,2025-12-13T15:00:00+00:00,Liverpool,Brighton,1,2025-12-14T02:11:07.168252+00:00
2025-12-14,1381004,88,2025,2025-12-13T17:45:00+00:00,Groningen,FC Volendam,1,2025-12-14T02:11:07.249257+00:00
2025-12-14,1381006,88,2025,2025-12-13T19:00:00+00:00,PSV Eindhoven,Heracles,1,2025-12-14T02:11:07.318024+00:00
2025-12-14,1381008,88,2025,2025-12-13T15:30:00+00:00,Telstar,NEC Nijmegen,X,2025-12-14T02:11:07.392460+00:00
2025-12-14,1381010,88,2025,2025-12-13T20:00:00+00:00,PEC Zwolle,Fortuna Sittard,1,2025-12-14T02:11:07.473265+00:00
2025-12-14,1382562,144,2025,2025-12-13T17:15:00+00:00,Zulte Waregem,RAAL La Louvière,X,2025-12-14T02:11:07.537628+00:00
2025-12-14,1382566,144,2025,2025-12-13T15:00:00+00:00,Cercle Brugge,KV Mechelen,2,2025-12-14T02:11:07.615614+00:00
2025-12-14,1382569,144,2025,2025-12-13T19:45:00+00:00,Anderlecht,St. Truiden,1,2025-12-14T02:11:07.692173+00:00
2025-12-14,1386773,40,2025,2025-12-06T15:00:00+00:00,Blackburn,Sheffield Wednesday,1,2025-12-14T02:11:07.843990+00:00
2025-12-14,1386791,40,2025,2025-12-13T12:30:00+00:00,Norwich,Southampton,1,2025-12-14T02:11:07.910496+00:00
2025-12-14,1386792,40,2025,2025-12-13T15:00:00+00:00,Birmingham,Charlton,X,2025-12-14T02:11:07.988417+00:00
2025-12-14,1386793,40,2025,2025-12-13T15:00:00+00:00,Portsmouth,Blackburn,1,2025-12-14T02:11:08.065032+00:00
2025-12-14,1386794,40,2025,2025-12-13T15:00:00+00:00,Coventry,Bristol City,1,2025-12-14T02:11:08.132412+00:00
2025-12-14,1386795,40,2025,2025-12-13T12:30:00+00:00,Oxford United,Preston,2,2025-12-14T02:11:08.209856+00:00
2025-12-14,1386796,40,2025,2025-12-13T15:00:00+00:00,Leicester,Ipswich,1,2025-12-14T02:11:08.288238+00:00
2025-12-14,1386797,40,2025,2025-12-13T15:00:00+00:00,Millwall,Hull City,2,2025-12-14T02:11:08.365698+00:00
2025-12-14,1386798,40,2025,2025-12-13T15:00:00+00:00,Wrexham,Watford,X,2025-12-14T02:11:08.443432+00:00
2025-12-14,1386799,40,2025,2025-12-13T12:30:00+00:00,Stoke City,Swansea,1,2025-12-14T02:11:08.521196+00:00
2025-12-14,1386800,40,2025,2025-12-13T15:00:00+00:00,Middlesbrough,QPR,1,2025-12-14T02:11:08.587894+00:00
2025-12-14,1387838,61,2025,2025-12-13T18:00:00+00:00,Metz,Paris Saint Germain,2,2025-12-14T02:11:08.666035+00:00
2025-12-14,1387839,61,2025,2025-12-13T20:05:00+00:00,Paris FC,Toulouse,2,2025-12-14T02:11:08.743004+00:00
2025-12-14,1387840,61,2025,2025-12-13T16:00:00+00:00,Rennes,Stade Brestois 29,1,2025-12-14T02:11:08.812178+00:00
2025-12-14,1388425,78,2025,2025-12-13T17:30:00+00:00,Bayer Leverkusen,1. FC Köln,1,2025-12-14T02:11:08.887360+00:00
