run_date,fixture_id,league_id,season,date_utc,home_team,away_team,result,logged_at_utc
2025-12-22,1378016,135,2025,2025-12-21T17:00:00+00:00,Fiorentina,Udinese,1,2025-12-22T19:39:34.126437+00:00
2025-12-22,1378017,135,2025,2025-12-21T19:45:00+00:00,Genoa,Atalanta,2,2025-12-22T19:39:34.259106+00:00
2025-12-22,1378022,135,2025,2025-12-21T14:00:00+00:00,Sassuolo,Torino,2,2025-12-22T19:39:34.377692+00:00
2025-12-22,1379129,39,2025,2025-12-21T16:30:00+00:00,Aston Villa,Manchester United,1,2025-12-22T19:39:34.737360+00:00
2025-12-22,1381012,88,2025,2025-12-21T15:45:00+00:00,FC Volendam,Sparta Rotterdam,2,2025-12-22T19:39:35.052103+00:00
2025-12-22,1381013,88,2025,2025-12-21T13:30:00+00:00,Feyenoord,Twente,X,2025-12-22T19:39:35.263066+00:00
2025-12-22,1381014,88,2025,2025-12-21T13:30:00+00:00,GO Ahead Eagles,Groningen,X,2025-12-22T19:39:35.390329+00:00
2025-12-22,1381018,88,2025,2025-12-21T15:45:00+00:00,Fortuna Sittard,AZ Alkmaar,1,2025-12-22T19:39:35.734403+00:00
2025-12-22,1382570,144,2025,2025-12-21T18:15:00+00:00,OH Leuven,Cercle Brugge,2,2025-12-22T19:39:35.880616+00:00
2025-12-22,1382571,144,2025,2025-12-21T17:30:00+00:00,Antwerp,Anderlecht,X,2025-12-22T19:39:36.054657+00:00
2025-12-22,1382574,144,2025,2025-12-21T15:00:00+00:00,St. Truiden,KV Mechelen,1,2025-12-22T19:39:36.272412+00:00
2025-12-22,1388438,78,2025,2025-12-21T16:30:00+00:00,1. FC Heidenheim,Bayern München,2,2025-12-22T19:39:36.739088+00:00
2025-12-22,1388439,78,2025,2025-12-21T14:30:00+00:00,FSV Mainz 05,FC St. Pauli,X,2025-12-22T19:39:36.878845+00:00
2025-12-22,1390980,140,2025,2025-12-21T20:00:00+00:00,Real Betis,Getafe,1,2025-12-22T19:39:37.278319+00:00
2025-12-22,1390981,140,2025,2025-12-21T17:30:00+00:00,Elche,Rayo Vallecano,1,2025-12-22T19:39:37.402407+00:00
2025-12-22,1390988,140,2025,2025-12-21T15:15:00+00:00,Villarreal,Barcelona,2,2025-12-22T19:39:37.729190+00:00
2025-12-22,1394578,203,2025,2025-12-22T14:00:00+00:00,Başakşehir,Gazişehir Gaziantep,1,2025-12-22T19:39:37.871777+00:00
2025-12-22,1394581,203,2025,2025-12-21T17:00:00+00:00,Galatasaray,Kasımpaşa,1,2025-12-22T19:39:38.062234+00:00
2025-12-22,1394582,203,2025,2025-12-22T17:00:00+00:00,Genclerbirligi,Trabzonspor,1,2025-12-22T19:39:38.279397+00:00
2025-12-22,1394583,203,2025,2025-12-21T17:00:00+00:00,Göztepe,Samsunspor,1,2025-12-22T19:39:38.400401+00:00
2025-12-22,1396363,94,2025,2025-12-21T15:30:00+00:00,AVS,Nacional,X,2025-12-22T19:39:38.762942+00:00
2025-12-22,1396364,94,2025,2025-12-22T18:45:00+00:00,Alverca,FC Porto,2,2025-12-22T19:39:38.872831+00:00
2025-12-22,1396367,94,2025,2025-12-21T20:30:00+00:00,Santa Clara,Arouca,X,2025-12-22T19:39:39.062423+00:00
2025-12-22,1396368,94,2025,2025-12-21T18:00:00+00:00,Tondela,Casa Pia,2,2025-12-22T19:39:39.281950+00:00
